,Unnamed: 0,Reglbrev_id,Stycke-id,RegleringsbrevÅr,Mening innan,Kontext,Departement,Beslutnamn,UO,UOnamn,Anslag,Anslagsår,Anslagnamn,Anslagspost,Anslagspostnamn,Delpost,Delpostnamn,UtskriftNomenklatur,Myndighet,Belopp,text,label,Sammanfoga,Uppdelad,Unnamed: 24
1481,37128,1402,25116,2015,,Anslaget får belastas med utgifter för bidrag enligt förordningen (2011:1163) om statsbidrag för särskilt utbildningsstöd. Enligt förordningen får statsbidrag lämnas till folkhögskolor samt till universitet och högskolor. Statsbidrag till universitet och högskolor får uppgå till högst 5 500 000 kronor. Av anslagsbeloppet får högst 5 000 000 kronor användas för analyser av och utveckling av folkhögskolornas lärmiljöer. Specialpedagogiska skolmyndigheten ska i årsredovisningen särskilt redovisa en uppföljning av dessa analyser och utvecklingsprojekt.,Utbildningsdepartementet,Myndighet Specialpedagogiska skolmyndigheten,16,Utbildning och universitetsforskning,16 01 015,2015,Särskilt utbildningsstöd,1,Särskilt utbildningsstöd,,,1:15 ap.1,Specialpedagogiska skolmyndigheten,154910000,Av anslagsbeloppet får högst 5 000 000 kronor användas för analyser av och utveckling av folkhögskolornas lärmiljöer.,0,,,
1482,37129,1402,25116,2015,,Anslaget får belastas med utgifter för bidrag enligt förordningen (2011:1163) om statsbidrag för särskilt utbildningsstöd. Enligt förordningen får statsbidrag lämnas till folkhögskolor samt till universitet och högskolor. Statsbidrag till universitet och högskolor får uppgå till högst 5 500 000 kronor. Av anslagsbeloppet får högst 5 000 000 kronor användas för analyser av och utveckling av folkhögskolornas lärmiljöer. Specialpedagogiska skolmyndigheten ska i årsredovisningen särskilt redovisa en uppföljning av dessa analyser och utvecklingsprojekt.,Utbildningsdepartementet,Myndighet Specialpedagogiska skolmyndigheten,16,Utbildning och universitetsforskning,16 01 015,2015,Särskilt utbildningsstöd,1,Särskilt utbildningsstöd,,,1:15 ap.1,Specialpedagogiska skolmyndigheten,154910000,Specialpedagogiska skolmyndigheten ska i årsredovisningen särskilt redovisa en uppföljning av dessa analyser och utvecklingsprojekt.,1,,,
1483,36709,1380,24755,2015,,"– den europeiska kärnforskningsorganisationen (CERN),<br />– den europeiska konferensen för molekylärbiologi (EMBC),<br />– det europeiska laboratoriet för molekylärbiologi (EMBL),<br />– den europeiska synkrotronljuskällan (ESRF),<br />– den internationella organisationen för cancerforskning under WHO (IARC), och<br />– Europeiska universitetsinstitutet (EUI) i Florens.",Utbildningsdepartementet,Myndighet Vetenskapsrådet,16,Utbildning och universitetsforskning,16 03 002,2015,Vetenskapsrådet: Avgifter till internationella organisationer,1,VR avg. t. int. org. - del till VR,,,3:2 ap.1,Vetenskapsrådet,280061000,"– den europeiska kärnforskningsorganisationen (CERN),– den europeiska konferensen för molekylärbiologi (EMBC),– det europeiska laboratoriet för molekylärbiologi (EMBL),– den europeiska synkrotronljuskällan (ESRF),– den internationella organisationen för cancerforskning under WHO (IARC), och– Europeiska universitetsinstitutet (EUI) i Florens.",2,,,
1484,58330,2389,39896,2010,,Från anslaget får medel användas för att täcka eventuella underskott i prövningsverksamheten enligt direktiv 91/414/EEG och direktiv 98/8/EG inom det svenska rapportörsprogrammet (SERP) rörande riskbedömning av befintliga och nya verksamma ämnen i bekämpningsmedel. Sådana medel ska hanteras och redovisas separat.,Miljödepartementet,Myndighet Kemikalieinspektionen,20,Allmän miljö- och naturvård,20 01 006,2010,Kemikalieinspektionen,1,Kemikalieinspektion - del till KEMI,,,1:6 ap.1,Kemikalieinspektionen,163854000,Från anslaget får medel användas för att täcka eventuella underskott i prövningsverksamheten enligt direktiv 91/414/EEG och direktiv 98/8/EG inom det svenska rapportörsprogrammet (SERP) rörande riskbedömning av befintliga och nya verksamma ämnen i bekämpningsmedel.,0,,,
1485,58331,2389,39896,2010,,Från anslaget får medel användas för att täcka eventuella underskott i prövningsverksamheten enligt direktiv 91/414/EEG och direktiv 98/8/EG inom det svenska rapportörsprogrammet (SERP) rörande riskbedömning av befintliga och nya verksamma ämnen i bekämpningsmedel. Sådana medel ska hanteras och redovisas separat.,Miljödepartementet,Myndighet Kemikalieinspektionen,20,Allmän miljö- och naturvård,20 01 006,2010,Kemikalieinspektionen,1,Kemikalieinspektion - del till KEMI,,,1:6 ap.1,Kemikalieinspektionen,163854000,Sådana medel ska hanteras och redovisas separat.,1,,,
1486,15164,580,10135,2020,,Anslagsposten får användas för Statens energimyndighets arbete med framtagning och utveckling av officiell och annan statistik inom energiområdet.,Infrastrukturdepartementet,Myndighet Statens energimyndighet,21,Energi,21 01 004,2020,Energiforskning,1,Strategisk energisystemkompetens på Statens energimyndighet,,,1:4 ap.1,Statens energimyndighet,45000000,Anslagsposten får användas för Statens energimyndighets arbete med framtagning och utveckling av officiell och annan statistik inom energiområdet.,0,,,
1487,64079,2295,44829,2008,,"Socialstyrelsen fördelar bidraget till landstingen (motsvarande) på grundval av antalet invånare i respektive landsting (motsvarande) den 31 december året före bidragsåret. Bidrag utges enligt riktlinjer som anges i prop. 1992/93:159 (bet. 1992/93:SoU19, rskr. 1992/93:321). Medlen utbetalas per kvartal i efterskott utan särskild rekvisition. Totalt 75 procent av medlen ska utbetalas under första och andra kvartalen, och totalt 25 procent under tredje och fjärde kvartalen.",Socialdepartementet,Myndighet Socialstyrelsen,9,"Hälsovård, sjukvård och social omsorg",09 16 02,2008,Vissa statsbidrag inom handikappområdet,1,Rådgivning och annat stöd,,,16:2 ap.1,Socialstyrelsen,176000000,Socialstyrelsen fördelar bidraget till landstingen (motsvarande) på grundval av antalet invånare i respektive landsting (motsvarande) den 31 december året före bidragsåret.,0,,,
1488,64080,2295,44829,2008,,"Socialstyrelsen fördelar bidraget till landstingen (motsvarande) på grundval av antalet invånare i respektive landsting (motsvarande) den 31 december året före bidragsåret. Bidrag utges enligt riktlinjer som anges i prop. 1992/93:159 (bet. 1992/93:SoU19, rskr. 1992/93:321). Medlen utbetalas per kvartal i efterskott utan särskild rekvisition. Totalt 75 procent av medlen ska utbetalas under första och andra kvartalen, och totalt 25 procent under tredje och fjärde kvartalen.",Socialdepartementet,Myndighet Socialstyrelsen,9,"Hälsovård, sjukvård och social omsorg",09 16 02,2008,Vissa statsbidrag inom handikappområdet,1,Rådgivning och annat stöd,,,16:2 ap.1,Socialstyrelsen,176000000,Bidrag utges enligt riktlinjer som anges i prop. 1992/93:159 (bet.,1,,,
1489,64081,2295,44829,2008,,"Socialstyrelsen fördelar bidraget till landstingen (motsvarande) på grundval av antalet invånare i respektive landsting (motsvarande) den 31 december året före bidragsåret. Bidrag utges enligt riktlinjer som anges i prop. 1992/93:159 (bet. 1992/93:SoU19, rskr. 1992/93:321). Medlen utbetalas per kvartal i efterskott utan särskild rekvisition. Totalt 75 procent av medlen ska utbetalas under första och andra kvartalen, och totalt 25 procent under tredje och fjärde kvartalen.",Socialdepartementet,Myndighet Socialstyrelsen,9,"Hälsovård, sjukvård och social omsorg",09 16 02,2008,Vissa statsbidrag inom handikappområdet,1,Rådgivning och annat stöd,,,16:2 ap.1,Socialstyrelsen,176000000,Medlen utbetalas per kvartal i efterskott utan särskild rekvisition.,1,,,
1490,64082,2295,44829,2008,,"Socialstyrelsen fördelar bidraget till landstingen (motsvarande) på grundval av antalet invånare i respektive landsting (motsvarande) den 31 december året före bidragsåret. Bidrag utges enligt riktlinjer som anges i prop. 1992/93:159 (bet. 1992/93:SoU19, rskr. 1992/93:321). Medlen utbetalas per kvartal i efterskott utan särskild rekvisition. Totalt 75 procent av medlen ska utbetalas under första och andra kvartalen, och totalt 25 procent under tredje och fjärde kvartalen.",Socialdepartementet,Myndighet Socialstyrelsen,9,"Hälsovård, sjukvård och social omsorg",09 16 02,2008,Vissa statsbidrag inom handikappområdet,1,Rådgivning och annat stöd,,,16:2 ap.1,Socialstyrelsen,176000000,"Totalt 75 procent av medlen ska utbetalas under första och andra kvartalen, och totalt 25 procent under tredje och fjärde kvartalen.",1,,,
1491,53294,2117,35965,2011,,Anslagsposten får belastas med utgifter för verksamhet enligt förordningen (2007:1071) med instruktion för Centrala studiestödsnämnden.,Utbildningsdepartementet,Myndighet Centrala studiestödsnämnden,15,Studiestöd,15 01 006,2011,Centrala studiestödsnämnden m.m.,1,Centrala studiestödsnämnden förvaltningskostnader m.m.,,,1:6 ap.1,Centrala studiestödsnämnden,324106000,Anslagsposten får belastas med utgifter för verksamhet enligt förordningen (2007:1071) med instruktion för Centrala studiestödsnämnden.,0,,,
1492,66654,2772,46903,2008,,4. Av anslaget ska minst 5 000 000 kronor användas till den verksamhet som bedrivs vid Centrum för uthålligt lantbruk.,Jordbruksdepartementet,Myndighet Sveriges lantbruksuniversitet,23,"Jord- och skogsbruk, fiske med anslutande näringar",23 25 01,2008,Sveriges lantbruksuniversitet,1,Sveriges lantbruksuniversitet,,,25:1 ap.1,Sveriges lantbruksuniversitet,1434915000,Av anslaget ska minst 5 000 000 kronor användas till den verksamhet som bedrivs vid Centrum för uthålligt lantbruk.,0,,,
1493,37893,1455,25656,2015,,Högst 4 000 000 kronor får användas för ytterligare insatser som syftar till att utveckla befintliga och nya internationella samarbetsmekanismer samt för insatser som underlättar för svenska företag som önskar engagera sig i dessa mekanismer.,Miljö- och energidepartementet,Anslag 20 01 013,20,Allmän miljö- och naturvård,20 01 013,2015,Insatser för internationella klimatinvesteringar,1,Ins. int. klimat. - del till STEM,,,1:13 ap.1,Statens energimyndighet,179000000,Högst 4 000 000 kronor får användas för ytterligare insatser som syftar till att utveckla befintliga och nya internationella samarbetsmekanismer samt för insatser som underlättar för svenska företag som önskar engagera sig i dessa mekanismer.,0,,,
1494,66284,2767,46676,2008,,1. Medel på anslagsposten får användas först efter beslut av regeringen.,Jordbruksdepartementet,Myndighet Statens jordbruksverk,23,"Jord- och skogsbruk, fiske med anslutande näringar",23 44 02,2008,Från EG-budgeten finansierade åtgärder för landsbygdens miljö och struktur,5,EU-medel 2000-2006 m.m.,,,44:2 ap.5,Statens jordbruksverk,94012000,Medel på anslagsposten får användas först efter beslut av regeringen.,0,,,
1495,8884,334,5783,2021,,Av anslagsposten avser 6 774 000 kronor medel för en särskild satsning på livslångt lärande. De helårsstudenter som ersätts med dessa medel ger inte lärosätet rätt till någon ytterligare ersättning inom ordinarie takbelopp. Lärosätet får per helårsstudent avräkna medel motsvarande summan av ersättningen för en helårsstudent och en helårsprestation för relevant utbildningsområde.,Utbildningsdepartementet,Myndighet Mälardalens högskola,16,Utbildning och universitetsforskning,16 02 033,2021,Mälardalens högskola: Utbildning på grundnivå och avancerad nivå,1,Takbelopp,,,2:33 ap.1,Mälardalens högskola,691524000,Av anslagsposten avser 6 774 000 kronor medel för en särskild satsning på livslångt lärande.,0,,,
1496,8885,334,5783,2021,,Av anslagsposten avser 6 774 000 kronor medel för en särskild satsning på livslångt lärande. De helårsstudenter som ersätts med dessa medel ger inte lärosätet rätt till någon ytterligare ersättning inom ordinarie takbelopp. Lärosätet får per helårsstudent avräkna medel motsvarande summan av ersättningen för en helårsstudent och en helårsprestation för relevant utbildningsområde.,Utbildningsdepartementet,Myndighet Mälardalens högskola,16,Utbildning och universitetsforskning,16 02 033,2021,Mälardalens högskola: Utbildning på grundnivå och avancerad nivå,1,Takbelopp,,,2:33 ap.1,Mälardalens högskola,691524000,De helårsstudenter som ersätts med dessa medel ger inte lärosätet rätt till någon ytterligare ersättning inom ordinarie takbelopp.,0,,,
1497,8886,334,5783,2021,,Av anslagsposten avser 6 774 000 kronor medel för en särskild satsning på livslångt lärande. De helårsstudenter som ersätts med dessa medel ger inte lärosätet rätt till någon ytterligare ersättning inom ordinarie takbelopp. Lärosätet får per helårsstudent avräkna medel motsvarande summan av ersättningen för en helårsstudent och en helårsprestation för relevant utbildningsområde.,Utbildningsdepartementet,Myndighet Mälardalens högskola,16,Utbildning och universitetsforskning,16 02 033,2021,Mälardalens högskola: Utbildning på grundnivå och avancerad nivå,1,Takbelopp,,,2:33 ap.1,Mälardalens högskola,691524000,Lärosätet får per helårsstudent avräkna medel motsvarande summan av ersättningen för en helårsstudent och en helårsprestation för relevant utbildningsområde.,1,,,
1498,36528,1317,24635,2015,,"7. Anslagsbeloppet får användas för försäkringar och ersättningar för skada för deltagare i arbetsmarknadsutbildning, arbetspraktik, jobb- och utvecklingsgarantin, jobbgaranti för ungdomar, förberedande insatser eller projekt med arbetsmarknadspolitisk inriktning och arbetslivsintroduktion enligt förordningen (1988:244) om grupplivförsäkring för deltagare i vissa arbetsmarknadspolitiska program, förordningen (1980:631) om ersättning av allmänna medel för skada orsakad av deltagare i ett arbetsmarknadspolitiskt program eller arbetslivsinriktad rehabilitering m.m. och förordningen (1998:1785) om ersättning vid skada till deltagare i vissa arbetsmarknadspolitiska program m.m.",Arbetsmarknadsdepartementet,Myndighet Arbetsförmedlingen,14,Arbetsmarknad och arbetsliv,14 01 003,2015,Kostnader för arbetsmarknadspolitiska program och insatser,1,Kostnader för arbetsmarknadspolitiska program och insatser,,,1:3 ap.1,Arbetsförmedlingen,9251480000,"Anslagsbeloppet får användas för försäkringar och ersättningar för skada för deltagare i arbetsmarknadsutbildning, arbetspraktik, jobb- och utvecklingsgarantin, jobbgaranti för ungdomar, förberedande insatser eller projekt med arbetsmarknadspolitisk inriktning och arbetslivsintroduktion enligt förordningen (1988:244) om grupplivförsäkring för deltagare i vissa arbetsmarknadspolitiska program, förordningen (1980:631) om ersättning av allmänna medel för skada orsakad av deltagare i ett arbetsmarknadspolitiskt program eller arbetslivsinriktad rehabilitering m.m. och förordningen (1998:1785) om ersättning vid skada till deltagare i vissa arbetsmarknadspolitiska program m.m.",0,,,
1499,16878,657,11264,2019,,<em>FN:s stabiliseringsinsats i Demokratiska republiken Kongo (MONUSCO)</em>,Utrikesdepartementet,Anslag 07 01 001,7,Internationellt bistånd,07 01 001,2019,Biståndsverksamhet,12,Internationell civil krishantering - del till Polismyndigheten,,,1:1 ap.12,Polismyndigheten,197000000,**FN:s stabiliseringsinsats i Demokratiska republiken Kongo (MONUSCO)**,2,,,
1500,44383,1550,29820,2013,,"<h3 class=""userdefined"">Kortare insatser under budgetåret</h3>  Medlen får även användas för att delta i kortare uppdrag eller särskilda projekt, exempelvis EU:s koncept för besökande experter, Crisis Response Team (CRT) eller FN:s instrument för att matcha utbud och efterfrågan på civilt kapacitetsstöd inom freds- och statsbyggande (CAP Match). Deltagande i dessa insatser ska ske i samråd med Regeringskansliet (Utrikesdepartementet). Verksamheten ska i första hand finansieras genom omfördelning av medel tilldelade genom detta regleringsbrev.",Utrikesdepartementet,Myndighet Folke Bernadotteakademin,7,Internationellt bistånd,07 01 001,2013,Biståndsverksamhet,42,Internationell civil krishantering - del till FBA,,,1:1 ap.42,Folke Bernadotteakademin,67400000,"**Kortare insatser under budgetåret  Medlen får även användas för att delta i kortare uppdrag eller särskilda projekt, exempelvis EU:s koncept för besökande experter, Crisis Response Team (CRT) eller FN:s instrument för att matcha utbud och efterfrågan på civilt kapacitetsstöd inom freds- och statsbyggande (CAP Match).",0,,,
1501,44384,1550,29820,2013,,"<h3 class=""userdefined"">Kortare insatser under budgetåret</h3>  Medlen får även användas för att delta i kortare uppdrag eller särskilda projekt, exempelvis EU:s koncept för besökande experter, Crisis Response Team (CRT) eller FN:s instrument för att matcha utbud och efterfrågan på civilt kapacitetsstöd inom freds- och statsbyggande (CAP Match). Deltagande i dessa insatser ska ske i samråd med Regeringskansliet (Utrikesdepartementet). Verksamheten ska i första hand finansieras genom omfördelning av medel tilldelade genom detta regleringsbrev.",Utrikesdepartementet,Myndighet Folke Bernadotteakademin,7,Internationellt bistånd,07 01 001,2013,Biståndsverksamhet,42,Internationell civil krishantering - del till FBA,,,1:1 ap.42,Folke Bernadotteakademin,67400000,Deltagande i dessa insatser ska ske i samråd med Regeringskansliet (Utrikesdepartementet).,0,,,
1502,44385,1550,29820,2013,,"<h3 class=""userdefined"">Kortare insatser under budgetåret</h3>  Medlen får även användas för att delta i kortare uppdrag eller särskilda projekt, exempelvis EU:s koncept för besökande experter, Crisis Response Team (CRT) eller FN:s instrument för att matcha utbud och efterfrågan på civilt kapacitetsstöd inom freds- och statsbyggande (CAP Match). Deltagande i dessa insatser ska ske i samråd med Regeringskansliet (Utrikesdepartementet). Verksamheten ska i första hand finansieras genom omfördelning av medel tilldelade genom detta regleringsbrev.",Utrikesdepartementet,Myndighet Folke Bernadotteakademin,7,Internationellt bistånd,07 01 001,2013,Biståndsverksamhet,42,Internationell civil krishantering - del till FBA,,,1:1 ap.42,Folke Bernadotteakademin,67400000,Verksamheten ska i första hand finansieras genom omfördelning av medel tilldelade genom detta regleringsbrev.,1,,,
1503,67027,2805,47214,2007,,"Efter rekvisition till Domstolsverket kan medel från anslaget betalas ut till följande: Regeringskansliet, Kriminalvården, Kriminalvårdsnämnden, övervakninganämnderna, Socialstyrelsen, Arbetsdomstolen, Patentbesvärsrätten samt länsstyrelserna.",Justitiedepartementet,Myndighet Domstolsverket,4,Rättsväsendet,04 04 12,2007,Rättsliga biträden m.m.,1,Rättsliga biträden m.m.,,,4:12 ap.1,Domstolsverket,1225657000,"Efter rekvisition till Domstolsverket kan medel från anslaget betalas ut till följande: Regeringskansliet, Kriminalvården, Kriminalvårdsnämnden, övervakninganämnderna, Socialstyrelsen, Arbetsdomstolen, Patentbesvärsrätten samt länsstyrelserna.",1,,,
1504,62974,2601,43715,2008,,"Anslagskrediten för anslag 90:4 Riksdagens ombudsmän, justitieombudsmännen uppgår till 3 procent av anslagsbeloppet.",Riksdagen och dess verk m.m.,Myndighet Riksdagens ombudsmän JO,1,Rikets styrelse,01 90 04,2008,"Riksdagens ombudsmän, justitieombudsmännen",1,"Riksdagens ombudsmän, justitieombudsmännen",,,90:4 ap.1,Riksdagens ombudsmän JO,63387000,"Anslagskrediten för anslag 90:4 Riksdagens ombudsmän, justitieombudsmännen uppgår till 3 procent av anslagsbeloppet.",1,,,
1505,72649,3034,52309,2006,,"Per capita-ersättningen för helårsstudenter och helårsprestationer inom de olika utbildningsområdena anges under Gemensamma bestämmelser för universitet och högskolor m.m., avsnittet Ekonomisk redovisning, Verksamhetsgren Grundläggande högskoleutbildning med stödfunktioner punkt 7.",Utbildnings- och kulturdepartementet,Myndighet Högskolan i Trollhättan/Uddevalla,16,Utbildning och universitetsforskning,16 25 65,2006,Högskolan Väst: Grundutbildning,1,Takbelopp,,,25:65 ap.1,Högskolan Väst,282783000,"Per capita-ersättningen för helårsstudenter och helårsprestationer inom de olika utbildningsområdena anges under Gemensamma bestämmelser för universitet och högskolor m.m., avsnittet Ekonomisk redovisning, Verksamhetsgren Grundläggande högskoleutbildning med stödfunktioner punkt 7.",1,,,
1506,11551,480,7524,2020,,3. Anslagsposten får användas för kostnader för stöd från andra länder som lämnas till Sverige. Om en annan aktör än Myndigheten för samhällsskydd och beredskap begär hjälpen ska den stå för kostnaderna vid räddningstjänst enligt lagen (2003:778) om skydd mot olyckor.,Justitiedepartementet,Myndighet Myndigheten för samhällsskydd och beredskap,6,Försvar och samhällets krisberedskap,06 02 003,2020,Ersättning för räddningstjänst m.m.,2,Ersättning för räddningstjänst m.m.,,,2:3 ap.2,Myndigheten för samhällsskydd och beredskap,27580000,Anslagsposten får användas för kostnader för stöd från andra länder som lämnas till Sverige.,0,,,
1507,11552,480,7524,2020,,3. Anslagsposten får användas för kostnader för stöd från andra länder som lämnas till Sverige. Om en annan aktör än Myndigheten för samhällsskydd och beredskap begär hjälpen ska den stå för kostnaderna vid räddningstjänst enligt lagen (2003:778) om skydd mot olyckor.,Justitiedepartementet,Myndighet Myndigheten för samhällsskydd och beredskap,6,Försvar och samhällets krisberedskap,06 02 003,2020,Ersättning för räddningstjänst m.m.,2,Ersättning för räddningstjänst m.m.,,,2:3 ap.2,Myndigheten för samhällsskydd och beredskap,27580000,Om en annan aktör än Myndigheten för samhällsskydd och beredskap begär hjälpen ska den stå för kostnaderna vid räddningstjänst enligt lagen (2003:778) om skydd mot olyckor.,1,,,
1508,31081,1193,21215,2016,,"Medlen ska användas i enlighet med gällande strategi för Östeuropa, Västra Balkan och Turkiet.",Utrikesdepartementet,Myndighet Svenska institutet,7,Internationellt bistånd,07 01 001,2016,Biståndsverksamhet,21,"Reformsamarbete med Östeuropa, Västra Balkan och Turkiet",,,1:1 ap.21,Svenska institutet,33805000,"Medlen ska användas i enlighet med gällande strategi för Östeuropa, Västra Balkan och Turkiet.",0,,,
1509,36572,1396,24665,2015,,Anslagsposten får belastas med utgifter för avsättning i fråga om kreditreserv för att täcka förväntade förluster på nyutlåning fr.o.m. 2014 enligt studiestödslagen (1999:1395).,Utbildningsdepartementet,Myndighet Centrala studiestödsnämnden,15,Studiestöd,15 01 003,2015,Avsättning för kreditförluster,2,Förväntade förluster på utlåning fr.o.m. 2014,,,1:3 ap.2,Centrala studiestödsnämnden,845407000,Anslagsposten får belastas med utgifter för avsättning i fråga om kreditreserv för att täcka förväntade förluster på nyutlåning fr.o.m.,1,,,
1510,36573,1396,24665,2015,,Anslagsposten får belastas med utgifter för avsättning i fråga om kreditreserv för att täcka förväntade förluster på nyutlåning fr.o.m. 2014 enligt studiestödslagen (1999:1395).,Utbildningsdepartementet,Myndighet Centrala studiestödsnämnden,15,Studiestöd,15 01 003,2015,Avsättning för kreditförluster,2,Förväntade förluster på utlåning fr.o.m. 2014,,,1:3 ap.2,Centrala studiestödsnämnden,845407000,2014 enligt studiestödslagen (1999:1395).,1,,,
1511,74969,3144,54086,2005,,Från anslagsposten får avräknas:<br />  <br />  - Ersättning till biträden till den del ersättningen inte täcks av den rättshjälpsavgift som den rättssökande skall betala enligt 23 § rättshjälpslagen (1996:1619).,Justitiedepartementet,Myndighet Domstolsväsendet,4,Rättsväsendet,04 04 12,2005,Rättshjälpskostnader m.m.,1,Rättshjälp enligt rättshjälpslagen,,,4:12 ap.1,Domstolsverket,159000000,Från anslagsposten får avräknas:    - Ersättning till biträden till den del ersättningen inte täcks av den rättshjälpsavgift som den rättssökande skall betala enligt 23 § rättshjälpslagen (1996:1619).,0,,,
1512,69000,2726,49134,2007,,Högst 700 000 kronor skall användas för stöd till produktion av läromedel som är avsedda att användas vid modersmålsstöd i förskolan för barn med annat modersmål än svenska i enlighet med förordningen (1991:978) om statsbidrag till produktion av vissa läromedel.,Utbildningsdepartementet,Myndighet Myndigheten för skolutveckling,16,Utbildning och universitetsforskning,16 25 03,2007,"Utveckling av skolväsende, förskoleverksamhet och skolbarnsomsorg",6,Utvecklingsarbete och kompetensutveckling m.m. - Myndigheten för skolutveckling,,,25:3 ap.6,Myndigheten för skolutveckling,150511000,Högst 700 000 kronor skall användas för stöd till produktion av läromedel som är avsedda att användas vid modersmålsstöd i förskolan för barn med annat modersmål än svenska i enlighet med förordningen (1991:978) om statsbidrag till produktion av vissa läromedel.,0,,,
1513,939,54,628,2022,,"Myndigheten för samhällsskydd och beredskap sänder ut experter inom olika områden, t.ex. sjukvård, säkerhet, HR, logistik, IT och kommunikation, minröjning, miljö och samordning. Myndigheten kan vid förfrågan även bistå med materiel. Folke Bernadotteakademin sänder ut experter inom olika områden, t.ex. observatörer, genderrådgivare och politiska rådgivare.",Utrikesdepartementet,Anslag 07 01 001,7,Internationellt bistånd,07 01 001,2022,Biståndsverksamhet,12,Internationell civil krishantering - del till Polismyndigheten,,,1:1 ap.12,Polismyndigheten,188000000,Myndigheten kan vid förfrågan även bistå med materiel.,1,,,
1514,940,54,628,2022,,"Myndigheten för samhällsskydd och beredskap sänder ut experter inom olika områden, t.ex. sjukvård, säkerhet, HR, logistik, IT och kommunikation, minröjning, miljö och samordning. Myndigheten kan vid förfrågan även bistå med materiel. Folke Bernadotteakademin sänder ut experter inom olika områden, t.ex. observatörer, genderrådgivare och politiska rådgivare.",Utrikesdepartementet,Anslag 07 01 001,7,Internationellt bistånd,07 01 001,2022,Biståndsverksamhet,12,Internationell civil krishantering - del till Polismyndigheten,,,1:1 ap.12,Polismyndigheten,188000000,"Folke Bernadotteakademin sänder ut experter inom olika områden, t.ex. observatörer, genderrådgivare och politiska rådgivare.",1,,,
1515,46791,1663,31325,2013,,"<h3 class=""userdefined"">ANSLAGSPOSTERNA 1–21 SAMT ANSLAGSPOSTERNA 24:2–24:18</h3>  <br />Medlen disponeras av respektive länsstyrelse (anslagsposterna 13-21) och Tillväxtverket (anslagsposterna 24.2 och 24.5) för ändamålet 1.",Näringsdepartementet,Anslag 1:1 och 33:6 (2006),19,Regional tillväxt,19 01 001,2013,Regionala tillväxtåtgärder,1,Länsstyrelsen i Stockholms län,,,1:1 ap.1,Länsstyrelsen i Stockholms län,8300000,**ANSLAGSPOSTERNA 1–21 SAMT ANSLAGSPOSTERNA 24:2–24:18  Medlen disponeras av respektive länsstyrelse (anslagsposterna 13-21) och Tillväxtverket (anslagsposterna 24.2 och 24.5) för ändamålet 1.,1,,,
1516,56904,2232,38672,2010,,"- 5 000 000 kronor enligt riktlinjer i regeringsbeslut den 19 juli 2007 om att genomföra utbildningar om insatser som kan förebygga mäns våld mot flickor och unga kvinnor(IJ2007/2250/UNG),",Integrations- och jämställdhetsdepartementet,Anslag 3:1,13,Integration och jämställdhet,13 03 001,2010,Särskilda jämställdhetsåtgärder,11,Särsk jämställdhetsåtg - del till US,,,3:1 ap.11,Ungdomsstyrelsen,26950000,"- 5 000 000 kronor enligt riktlinjer i regeringsbeslut den 19 juli 2007 om att genomföra utbildningar om insatser som kan förebygga mäns våld mot flickor och unga kvinnor(IJ2007/2250/UNG),",0,,,
1517,36485,1052,24611,2015,,"3. Inbetalade medel från Europeiska kommissionen redovisas mot inkomsttitel 6414 Bidrag från Europeiska socialfonden 2014–2020 m.m., undertitel 001 Bidrag från Europeiska socialfonden 2014–2020.",Arbetsmarknadsdepartementet,Myndighet Rådet för Europeiska socialfonden i Sverige,14,Arbetsmarknad och arbetsliv,14 01 006,2015,Europeiska socialfonden m.m. för perioden 2014-2020,1,Europeiska socialfonden för perioden 2014-2020,,,1:6 ap.1,Rådet för Europeiska socialfonden i Sverige,130000000,"Inbetalade medel från Europeiska kommissionen redovisas mot inkomsttitel 6414 Bidrag från Europeiska socialfonden 2014–2020 m.m., undertitel 001 Bidrag från Europeiska socialfonden 2014–2020.",1,,,
1518,47280,1814,31676,2013,,1. Medel för forskningsstöd får utbetalas med högst en tolftedel av anslaget före utgången av varje månad om inget annat anges.,Landsbygdsdepartementet,Anslag 1:25 och 1:26,23,"Areella näringar, landsbygd och livsmedel",23 01 025,2013,"Forskningsrådet för miljö, areella näringar och samhällsbyggande: Forskning och samfinansierad forskning",1,Forskningsstöd,,,1:25 ap.1,"Forskningsrådet för miljö, areella näringar och samhällsbyggande",443077000,Medel för forskningsstöd får utbetalas med högst en tolftedel av anslaget före utgången av varje månad om inget annat anges.,1,,,
1519,15173,589,10142,2020,,Anslagsposten får användas för stöd och metodutveckling kring energikrav vid offentlig upphandling.,Infrastrukturdepartementet,Myndighet Statens energimyndighet,21,Energi,21 01 002,2020,Insatser för energieffektivisering ,6,Energikrav i offentlig upphandling,,,1:2 ap.6,Upphandlingsmyndigheten,1000000,Anslagsposten får användas för stöd och metodutveckling kring energikrav vid offentlig upphandling.,0,,,
